1,()安全阀可用于移动式的压力容器上。,A、重锤杠杆式  B、弹簧式  C、脉冲式,3,B,暂时没有,1,1,0,0
1,"()安全阀由主阀和辅阀构成,通过辅阀的脉冲作用带动主阀动作。",A、重锤杠杆式 B、弹簧式 C、脉冲式,3,C,暂时没有,1,1,0,0
1,()安全阀主要用于介质为有毒、易燃气体的容器。,A、开放式 B、半封闭式 C、全封闭式,3,C,暂时没有,1,1,0,0
1,()安全技术措施有消除危险源、限制能量或危险物质、隔离等。,A、减少事故损失的 B、电气C、防止事故发生的,3,C,暂时没有,1,1,0,0
1,()不可能发生爆炸。,A、生石灰  B、面粉  C、铝粉,3,A,暂时没有,1,1,0,0
1,()不属于与劳动过程有关的职业性危害因素。,"A、劳动组织不合理  B、操作体位不良   
C、照明不良",3,C,暂时没有,1,1,0,0
1,()对本岗位的安全生产负直接责任。,A、班组长  B、岗位工人  C、基层技术人员,3,B,暂时没有,1,1,0,0
1,"()告诉我们,构成管理系统的各要素是运动和发展的,它们相互联系又相互制约。在生产经营单位建立、健全安全生产责任制是对这一原则的应用。",A、动力相关性原则 B、动力原则 C、人本原理,3,A,暂时没有,1,1,0,0
1,"()根据演练事故情景设计以及具体分工,在演练现场实施过程中展开演练评估工作,记录演练中发现的问题或不足,收集演练评估需要的各种信息和资料。",A、演练模拟人员                       B、演练评估人员                       C、演练观摩人员,3,B,暂时没有,1,1,0,0
1,"()即根据演练工作需要,采取必要安全防护措施,确保参演、观摩等人员以及生产运行系统安全。",A、演练工作安全保障 B、安全防护措施  C、系统安全,3,A,暂时没有,1,1,0,0
1,"()就是根据事故情景,召开新闻发布会或事故情况通报会,通报事故有关情况。",A、新闻发布  B、社会沟通  C、信息发布,3,B,暂时没有,1,1,0,0
1,"()就是生产经营单位的生产管理者、经营者,为实现安全生产目标,按照一定的安全管理原则,科学地组织、指挥和协调全体员工进行安全生产的活动。",A、安全生产 B、安全管理 C、安全生产管理,3,B,暂时没有,1,1,0,0
1,()灭火器不适于扑灭电气火灾。,A、二氧化碳  B、干粉  C、泡沫,3,C,暂时没有,1,1,0,0
1,"()认为,推动安全管理活动的基本力量是人,必须有能够激发人的工作能力的动力。",A、激励原则  B、动力原则  C、能级原则,3,B,暂时没有,1,1,0,0
1,"()是高温物体不通过接触或流动,直接将热量向四周散发给低温物体的过程。",A、传导   B、对流  C、辐射,3,C,暂时没有,1,1,0,0
1,()是事故隐患排查治理和防控的责任主体。,"A、安全监管监察部门   B、生产经营单位
C、政府有关部门",3,B,暂时没有,1,1,0,0
